,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
10,Aston Villa Player Stats,CB,3,5.13,0.04,0.17,0.04,0.13,0.7,0.04,0.0,0.04,0.7,2.3,0.57,0.0,0.04,0.0,1.35,0.17,0.04,0.7,0.09,0.0,5.01,-0.58,0.43,1.0,14.01,87.75,111.25,-64.5,30.25,4.0,51.25
78,Luton Town Player Stats,CB,6,5.12,0.07,0.23,0.07,0.1,1.2,0.13,0.0,0.0,1.17,3.67,0.8,0.0,0.0,0.03,1.87,0.0,0.13,1.03,0.03,0.0,6.8,-1.02,0.47,1.0,10.62,113.5,207.5,-128.0,40.0,-3.5,97.5
67,Fulham Player Stats,RB,2,5.09,0.0,0.36,0.0,0.09,0.82,0.18,0.0,0.55,1.27,2.18,0.18,0.0,0.0,0.0,1.36,0.27,0.0,2.0,0.0,0.0,6.0,-1.27,0.45,1.0,12.66,48.0,66.0,-36.0,8.0,0.0,22.0
58,EVE,RB,2,5.0,0.0,0.59,0.12,0.0,1.53,0.47,0.0,0.41,0.94,1.41,0.29,0.0,0.0,0.0,1.41,0.18,0.12,2.35,0.0,0.0,5.78,-1.49,0.59,1.0,9.46,59.0,94.0,-67.0,26.0,4.25,41.75
62,FUL,CB,3,4.86,0.05,0.0,0.0,0.11,0.87,0.16,0.11,0.0,1.05,3.76,0.47,0.0,0.0,0.0,1.53,0.32,0.05,1.87,0.0,0.0,5.82,-1.65,0.42,1.0,11.2,125.75,197.75,-164.0,58.75,23.5,101.25
128,WOL,RB,1,4.83,0.0,0.38,0.0,0.0,1.77,0.46,0.0,0.62,1.38,2.85,0.46,0.0,0.0,0.0,2.0,0.15,0.0,3.31,0.0,0.0,7.94,-1.73,0.38,1.0,9.75,47.25,103.25,-68.0,15.5,0.0,45.5
61,Everton Player Stats,RB,2,4.65,0.0,0.5,0.1,0.0,1.5,0.4,0.0,0.5,0.9,1.7,0.3,0.0,0.0,0.1,1.3,0.2,0.1,2.1,0.0,0.0,5.7,-1.95,0.6,1.0,9.1,32.75,54.25,-40.5,13.75,2.75,21.0
33,Brentford Player Stats,RB,3,4.65,0.0,0.5,0.0,0.1,1.3,0.5,0.0,0.3,0.5,1.3,0.1,0.0,0.0,0.0,1.1,0.2,0.0,2.9,0.1,0.0,5.58,-1.52,0.6,1.0,11.18,36.75,59.25,-34.5,9.75,-3.5,19.25
32,Brentford Player Stats,LB,3,4.59,0.0,1.12,0.12,0.0,0.38,0.38,0.0,0.5,0.75,1.25,0.38,0.0,0.0,0.0,1.38,0.25,0.12,2.25,0.25,0.0,5.16,-1.31,0.75,1.0,10.25,33.25,47.25,-28.0,3.5,-6.0,17.5
55,Crystal Palace Player Stats,RB,2,4.43,0.0,0.0,0.0,0.0,1.45,0.27,0.0,0.09,0.55,2.82,0.27,0.0,0.0,0.09,1.18,0.45,0.0,1.82,0.0,0.0,4.82,-1.84,0.45,1.0,7.91,44.25,51.75,-37.5,4.5,1.25,17.25
22,BRF,LB,3,4.39,0.0,1.0,0.14,0.0,0.43,0.43,0.0,0.43,0.71,1.0,0.43,0.0,0.0,0.0,1.29,0.29,0.14,2.43,0.29,0.0,4.93,-1.39,0.71,1.0,9.68,54.5,81.5,-55.0,7.0,-12.5,35.5
48,CRY,RB,2,4.32,0.0,0.0,0.0,0.0,1.26,0.32,0.0,0.11,0.63,2.79,0.32,0.0,0.0,0.05,1.26,0.42,0.0,1.95,0.0,0.0,4.86,-1.7,0.47,1.0,8.21,73.25,91.25,-66.0,8.75,1.0,33.75
134,Wolves Player Stats,RB,1,4.28,0.0,0.38,0.0,0.0,1.62,0.38,0.0,0.5,1.25,2.62,0.5,0.0,0.0,0.0,2.0,0.12,0.0,2.88,0.0,0.0,7.38,-1.59,0.38,1.0,10.38,26.25,61.25,-41.0,8.0,-2.25,28.25
38,Brighton Player Stats,WB,2,4.25,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.75,1.0,1.0,21.0,12.5,12.5,0.0,-4.0,-2.5,-1.5
101,NOT,WB,2,4.25,0.0,0.25,0.0,0.0,1.25,0.75,0.0,0.0,0.75,2.5,0.25,0.0,0.0,0.0,1.5,0.5,0.0,3.75,0.25,0.0,5.56,-2.31,0.0,1.0,16.38,30.0,45.0,-39.0,4.0,-0.5,20.5
108,Nott'ham Forest Player Stats,WB,2,4.25,0.0,0.25,0.0,0.0,1.25,0.75,0.0,0.0,0.75,2.5,0.25,0.0,0.0,0.0,1.5,0.5,0.0,3.75,0.25,0.0,5.56,-2.31,0.0,1.0,16.38,15.0,22.5,-19.5,2.0,-0.25,10.25
17,BHA,WB,2,4.25,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.75,1.0,1.0,21.0,12.5,12.5,0.0,-4.0,-2.5,-1.5
16,BHA,RB,2,4.19,0.0,0.25,0.0,0.0,2.25,0.25,0.0,0.0,1.0,2.25,0.38,0.0,0.0,0.0,1.75,0.12,0.0,2.0,0.0,0.0,6.84,-1.28,0.62,1.0,12.91,30.0,83.0,-55.0,37.0,26.5,34.5
35,Brighton Player Stats,CB,4,4.17,0.04,0.26,0.0,0.22,0.7,0.26,0.0,0.04,0.91,2.83,0.96,0.0,0.0,0.0,1.78,0.0,0.04,1.43,0.04,0.0,6.34,-0.99,0.57,1.0,8.28,63.75,148.25,-94.5,32.25,-2.5,71.75
37,Brighton Player Stats,RB,2,4.06,0.0,0.22,0.0,0.0,2.11,0.22,0.0,0.0,0.89,2.33,0.33,0.0,0.0,0.0,1.67,0.11,0.0,1.89,0.0,0.0,6.61,-1.33,0.56,1.0,12.64,16.75,45.25,-29.5,19.75,14.25,17.5
14,BHA,CB,4,3.92,0.05,0.28,0.0,0.18,0.74,0.26,0.0,0.05,0.85,2.92,1.0,0.0,0.0,0.0,1.92,0.0,0.05,1.36,0.0,0.0,6.26,-0.96,0.59,1.0,7.54,98.5,249.5,-171.0,54.25,-5.5,133.75
18,BOU,CB,4,3.72,0.0,0.26,0.05,0.08,0.92,0.16,0.0,0.0,0.92,3.68,0.95,0.0,0.0,0.0,2.16,0.11,0.05,1.29,0.0,0.0,6.42,-1.18,0.58,1.0,8.22,109.0,249.0,-178.0,32.25,-5.0,133.25
100,NOT,RB,3,3.66,0.0,0.55,0.0,0.0,1.55,0.36,0.0,0.36,0.91,1.27,0.27,0.0,0.0,0.0,1.18,0.0,0.0,1.91,0.18,0.0,5.45,-1.07,0.55,1.0,9.66,32.5,68.5,-36.0,7.75,-8.5,24.25
39,Burnley Player Stats,CB,4,3.6,0.0,0.26,0.04,0.13,0.78,0.17,0.0,0.09,1.3,3.96,0.91,0.0,0.0,0.0,2.35,0.0,0.04,1.26,0.0,0.0,6.96,-0.97,0.57,1.0,5.27,48.75,160.75,-119.0,34.0,-0.75,96.75
24,BRF,WB,2,3.5,0.0,0.33,0.0,0.0,0.67,0.33,0.0,0.5,0.17,2.83,0.33,0.0,0.0,0.0,1.33,0.33,0.0,1.33,0.0,0.0,4.25,-1.42,0.0,1.0,3.79,9.75,20.25,-22.5,11.25,5.25,14.0
116,Sheffield Utd Player Stats,WB,5,3.4,0.0,0.38,0.08,0.08,0.69,0.15,0.0,0.54,0.62,2.54,0.46,0.0,0.0,0.0,1.62,0.08,0.0,1.38,0.23,0.0,5.06,-1.42,0.46,1.0,2.77,30.25,67.25,-50.0,14.0,-1.5,31.5
25,BUR,CB,4,3.22,0.0,0.17,0.02,0.08,1.06,0.13,0.0,0.04,1.44,3.75,1.02,0.0,0.0,0.0,2.5,0.0,0.02,1.13,0.0,0.0,7.04,-0.96,0.65,1.0,2.99,86.75,361.75,-282.0,80.75,4.5,232.25
112,SHU,WB,5,3.2,0.0,0.36,0.09,0.09,0.45,0.18,0.0,0.55,0.64,2.64,0.55,0.0,0.0,0.0,1.73,0.09,0.0,1.64,0.27,0.0,4.98,-1.5,0.36,1.0,2.91,50.5,114.5,-90.0,20.0,-5.0,57.0
19,BOU,LB,2,3.07,0.0,0.21,0.0,0.0,1.26,0.11,0.0,0.63,0.89,2.47,0.21,0.0,0.0,0.11,1.95,0.11,0.0,1.89,0.0,0.0,6.45,-1.91,0.58,1.0,6.25,30.25,113.75,-95.5,28.0,8.75,59.25
28,Bournemouth Player Stats,CB,4,2.93,0.0,0.23,0.05,0.09,0.86,0.14,0.0,0.0,0.86,3.55,1.05,0.0,0.0,0.0,2.45,0.09,0.05,1.32,0.0,0.0,6.27,-1.11,0.55,1.0,7.56,41.5,137.5,-115.0,23.0,0.5,90.5
20,BOU,RB,2,2.78,0.0,0.53,0.0,0.0,1.21,0.11,0.0,0.53,0.37,1.32,0.63,0.0,0.0,0.0,2.16,0.11,0.0,1.37,0.21,0.0,5.92,-1.25,0.58,1.0,7.16,17.25,98.25,-93.0,35.5,14.25,69.25
30,Bournemouth Player Stats,RB,2,2.7,0.0,0.64,0.09,0.0,1.09,0.09,0.0,0.45,0.36,1.55,0.55,0.0,0.0,0.0,2.45,0.09,0.09,1.18,0.18,0.0,5.77,-1.16,0.55,1.0,7.14,10.75,57.25,-59.5,19.0,6.25,46.75
113,Sheffield Utd Player Stats,CB,6,2.56,0.0,0.13,0.06,0.06,1.1,0.32,0.0,0.03,1.29,4.52,1.0,0.0,0.03,0.0,2.68,0.0,0.03,1.87,0.06,0.0,6.71,-1.25,0.55,1.0,5.28,38.5,215.0,-190.5,40.75,-7.0,151.75
109,SHU,CB,5,2.33,0.0,0.15,0.04,0.07,1.13,0.33,0.0,0.0,1.35,4.8,1.04,0.0,0.0,0.0,2.78,0.0,0.04,1.85,0.07,0.0,6.88,-1.25,0.52,1.0,5.01,57.75,387.75,-344.0,68.0,-16.5,276.5
29,Bournemouth Player Stats,LB,2,2.25,0.0,0.18,0.0,0.0,1.27,0.09,0.0,0.55,0.91,2.91,0.18,0.0,0.0,0.09,2.27,0.09,0.0,1.73,0.0,0.0,6.23,-1.8,0.55,1.0,5.48,8.0,63.0,-61.0,16.75,5.5,41.25
40,Burnley Player Stats,LB,3,2.08,0.1,0.5,0.0,0.1,0.5,0.3,0.0,0.3,0.5,2.0,0.5,0.0,0.0,0.0,2.4,0.0,0.1,2.0,0.0,0.0,5.2,-1.23,0.5,1.0,5.5,5.0,51.0,-56.0,15.75,1.0,43.75
26,BUR,LB,3,1.11,0.05,0.48,0.0,0.05,0.38,0.24,0.0,0.19,0.67,2.0,0.67,0.0,0.0,0.0,2.57,0.0,0.05,1.81,0.0,0.0,4.86,-1.04,0.57,1.0,3.74,-9.0,100.5,-119.5,32.25,1.5,97.75
41,Burnley Player Stats,RB,3,0.57,0.0,0.36,0.09,0.0,0.55,0.18,0.09,0.09,0.73,2.45,0.36,0.0,0.0,0.0,2.18,0.0,0.09,1.64,0.0,0.0,4.07,-1.77,0.55,1.0,0.75,-13.5,42.5,-63.0,19.75,2.25,43.5
27,BUR,RB,3,0.2,0.0,0.26,0.09,0.0,0.52,0.17,0.09,0.09,0.7,2.35,0.35,0.0,0.0,0.0,2.35,0.0,0.09,1.65,0.0,0.0,3.86,-1.58,0.61,1.0,0.64,-43.0,78.0,-135.0,47.5,10.75,98.75
111,SHU,RB,1,0.08,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.67,2.33,0.67,0.0,0.0,0.0,2.33,0.0,0.0,3.33,0.0,0.0,4.08,-1.33,0.67,1.0,6.25,0.75,16.75,-16.0,-0.5,-4.5,12.0
115,Sheffield Utd Player Stats,RB,1,-1.12,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,2.5,0.5,0.0,0.0,0.0,2.5,0.0,0.0,4.5,0.0,0.0,3.5,-1.62,0.5,1.0,5.38,-2.75,9.25,-12.0,0.5,-2.25,8.75
114,Sheffield Utd Player Stats,LB,1,-4.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,2.0,2.67,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.67,0.0,0.0,5.25,-1.25,0.67,1.0,0.75,-18.0,14.0,-32.0,6.0,1.75,28.25
110,SHU,LB,1,-4.35,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,2.0,2.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.8,0.0,0.0,5.05,-1.4,0.8,1.0,0.95,-29.5,24.5,-54.0,7.75,0.75,47.0
